hex_id,TOWN_NAME,SEC_NAME,年份基準_民國年,三階段_幼年人口,婦女生育人口數,總人口_推估後,年份基準,社福設施_總數,社福設施_貧困危機家庭服務,社福設施_兒童與少年服務,社福設施_婦女服務,社福設施_社區服務或NPO,社福設施_保護性服務,中小學教室_已活化間數,中小學教室_可立刻活化間數,中小學教室_潛在釋放空間,幼兒園_私立數,幼兒園_公立數,公園綠地面積,pop_5y
8a4ba0a650c7fff,北投區,石牌地區,111,3,4,17,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba0a40737fff,中正區,東門地區,111,10,12,58,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
8a4ba5680147fff,士林區,陽明山地區,111,0,0,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba5696587fff,北投區,關渡地區,111,1,4,16,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba0a632dffff,中山區,圓山地區,111,9,18,84,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13181.0,3
8a4ba1d36b6ffff,內湖區,金龍地區,111,2,5,21,2022,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba1d32477fff,南港區,新庄仔地區,111,27,51,201,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2566.0,9
8a4ba569cd77fff,士林區,陽明山地區,111,0,0,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a6ec07fff,士林區,後港地區,111,41,91,410,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134.0,12
8a4ba5694447fff,北投區,新北投地區,111,14,40,181,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
8a4ba1d304a7fff,內湖區,東湖地區,111,28,36,162,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
8a4ba0a41ac7fff,松山區,中崙地區,111,81,81,370,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
8a4ba569291ffff,北投區,石牌地區,111,23,32,148,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
8a4ba0a65c5ffff,北投區,石牌地區,111,3,4,17,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10040.0,1
8a4ba5684007fff,北投區,陽明山地區,111,0,0,0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0b4aa5ffff,北投區,關渡地區,111,3,6,28,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba568342ffff,士林區,陽明山地區,111,0,0,2,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba5695a6ffff,北投區,陽明山地區,111,0,0,0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a59537fff,文山區,興隆地區,111,12,28,122,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
8a4ba5695c0ffff,北投區,陽明山地區,111,0,0,3,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a4a617fff,文山區,萬芳地區,111,2,4,17,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba0b4d61ffff,北投區,關渡地區,111,5,15,62,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba5684b87fff,北投區,陽明山地區,111,0,0,0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a5978ffff,文山區,木柵地區,111,39,94,410,2022,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
8a4ba56b2aa7fff,北投區,大屯地區,111,0,0,2,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a4ab47fff,信義區,吳興地區,111,14,28,131,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
8a4ba1da6c47fff,文山區,木柵地區,111,26,66,297,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10108.0,7
8a4ba569e4e7fff,士林區,陽明山地區,111,0,0,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba5686937fff,北投區,陽明山地區,111,0,0,0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba569ed27fff,士林區,陽明山地區,111,0,1,7,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a64a6ffff,士林區,社子地區,111,2,6,24,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba5696457fff,北投區,唭哩岸地區,111,14,20,92,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12857.0,3
8a4ba1d326c7fff,南港區,三重埔地區,111,16,27,114,2022,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
8a4ba1d32acffff,內湖區,東湖地區,111,91,172,687,2022,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,30
8a4ba0a482a7fff,信義區,福德地區,111,10,29,130,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
8a4ba0a6d2d7fff,內湖區,金龍地區,111,5,8,36,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba0a4d4effff,南港區,後山坡地區,111,15,33,144,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
8a4ba569c0a7fff,士林區,陽明山地區,111,0,0,2,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba5682727fff,士林區,陽明山地區,111,0,0,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a42daffff,萬華區,東園地區,111,58,122,547,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
8a4ba5693207fff,士林區,陽明山地區,111,0,1,9,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a46077fff,萬華區,龍山地區,111,16,50,232,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
8a4ba0a6b7affff,內湖區,灣仔地區,111,3,8,31,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8764.0,1
8a4ba1da642ffff,文山區,二格山地區,111,0,0,2,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a5d387fff,大安區,學府地區,111,1,2,12,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a4a10ffff,信義區,吳興地區,111,13,32,136,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
8a4ba56913affff,士林區,陽明山地區,111,0,0,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba5680967fff,北投區,陽明山地區,111,0,0,0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a63a87fff,大同區,大龍地區,111,21,45,198,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
8a4ba0b4a6c7fff,士林區,社子地區,111,2,8,32,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba0b4b55ffff,北投區,關渡地區,111,1,4,16,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba569886ffff,士林區,陽明山地區,111,0,0,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba5686d17fff,北投區,陽明山地區,111,0,0,0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba1da2337fff,文山區,二格山地區,111,1,1,7,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba1d148affff,南港區,三重埔地區,111,15,22,95,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
8a4ba5684b6ffff,北投區,陽明山地區,111,0,0,0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba56b2caffff,北投區,大屯地區,111,0,1,5,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a42b9ffff,中正區,崁頂地區,111,69,127,563,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8a4ba1d16637fff,南港區,中研地區,111,1,2,10,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba1d3068ffff,內湖區,東湖地區,111,6,12,49,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,2
8a4ba56b3737fff,北投區,陽明山地區,111,0,1,5,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba5692b27fff,北投區,石牌地區,111,23,32,148,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
8a4ba1da0447fff,文山區,二格山地區,111,6,8,36,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba5683d1ffff,士林區,陽明山地區,111,0,0,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a40127fff,中正區,城內地區,111,12,15,68,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,3
8a4ba0a5d267fff,大安區,臥龍地區,111,11,26,117,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1865.0,4
8a4ba0a43c37fff,大安區,和平地區,111,159,154,720,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
8a4ba0a5db8ffff,大安區,臥龍地區,111,27,55,256,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9
8a4ba56910e7fff,士林區,陽明山地區,111,0,1,8,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a4b84ffff,南港區,後山坡地區,111,10,24,101,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
8a4ba5691467fff,士林區,陽明山地區,111,0,1,10,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a6d01ffff,士林區,陽明山地區,111,1,3,19,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba56b1707fff,北投區,陽明山地區,111,0,0,0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a43177fff,大安區,和平地區,111,105,117,586,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24
8a4ba1da6897fff,文山區,二格山地區,111,11,24,112,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10639.0,3
8a4ba0a4eb27fff,信義區,三張犁地區,111,20,32,162,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
8a4ba1d16a07fff,南港區,中研地區,111,2,5,20,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba569a39ffff,內湖區,金龍地區,111,2,5,23,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba5680a9ffff,士林區,陽明山地區,111,0,0,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba56b2af7fff,北投區,大屯地區,111,0,0,2,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba1da55b7fff,文山區,二格山地區,111,5,8,36,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba0a432affff,大安區,學府地區,111,153,154,725,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30
8a4ba0a6b137fff,中山區,大直地區,111,10,16,74,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.0,3
8a4ba0a582d7fff,文山區,木柵地區,111,23,41,183,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
8a4ba1d356a7fff,內湖區,東湖地區,111,1,3,12,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba1d145b7fff,南港區,中研地區,111,17,29,127,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
8a4ba5693b4ffff,士林區,陽明山地區,111,0,2,10,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a6b157fff,松山區,三民地區,111,8,14,66,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1915.0,3
8a4ba1d3480ffff,內湖區,東湖地區,111,0,2,14,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba1da2cb7fff,文山區,二格山地區,111,1,1,7,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba56a3557fff,北投區,陽明山地區,111,0,0,0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba56b3a57fff,北投區,陽明山地區,111,0,0,0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0b4bd77fff,北投區,關渡地區,111,4,8,35,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba56b20a7fff,北投區,大屯地區,111,0,0,2,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a45a0ffff,中山區,新庄地區,111,58,131,583,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1323.0,21
8a4ba0b4aa87fff,北投區,關渡地區,111,9,20,87,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
8a4ba0a6e077fff,中山區,大直地區,111,2,3,17,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba569eaa7fff,士林區,陽明山地區,111,0,0,2,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0b4bd8ffff,北投區,關渡地區,111,1,4,16,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba1da6c8ffff,文山區,木柵地區,111,35,75,336,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5585.0,10
8a4ba0b4d2d7fff,北投區,大屯地區,111,3,7,32,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba0b486dffff,北投區,關渡地區,111,4,8,35,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba0a6d50ffff,士林區,陽明山地區,111,1,3,15,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1331.0,0
8a4ba569e84ffff,士林區,陽明山地區,111,0,0,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba569661ffff,北投區,唭哩岸地區,111,14,20,92,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
8a4ba0a42147fff,萬華區,青年地區,111,19,40,181,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
8a4ba5682267fff,士林區,陽明山地區,111,0,0,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a4c887fff,松山區,三民地區,111,77,86,422,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4381.0,13
8a4ba0a45657fff,中山區,長春地區,111,57,81,378,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
8a4ba1d1670ffff,南港區,中研地區,111,1,2,10,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a599a7fff,文山區,興隆地區,111,10,25,114,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13205.0,4
8a4ba1db5c6ffff,文山區,二格山地區,111,0,0,2,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba1da61b7fff,文山區,二格山地區,111,5,8,36,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13212.0,1
8a4ba0a6b917fff,內湖區,西湖地區,111,11,24,105,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3190.0,4
8a4ba1d14827fff,南港區,三重埔地區,111,15,22,95,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
8a4ba0a69227fff,內湖區,金龍地區,111,2,5,23,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba5695c07fff,北投區,陽明山地區,111,0,1,5,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a4ed2ffff,大安區,瑞安地區,111,118,124,593,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208.0,24
8a4ba0a43687fff,大安區,學府地區,111,1,2,12,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a46767fff,萬華區,大理地區,111,46,86,376,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
8a4ba0a45d37fff,大同區,蘭州地區,111,57,91,390,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14
8a4ba1d32cd7fff,內湖區,東湖地區,111,3,5,21,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.0,1
8a4ba0a4c367fff,內湖區,灣仔地區,111,7,12,56,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4290.0,2
8a4ba0a42b8ffff,中正區,崁頂地區,111,69,127,563,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8a4ba0a5d587fff,文山區,景美地區,111,19,40,186,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
8a4ba568689ffff,北投區,陽明山地區,111,0,0,0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a68ac7fff,內湖區,西湖地區,111,6,15,65,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
8a4ba0a6c357fff,士林區,陽明山地區,111,1,3,15,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba1da62b7fff,文山區,二格山地區,111,1,1,7,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a4e917fff,大安區,敦南地區,111,56,72,392,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
8a4ba0a5b22ffff,文山區,二格山地區,111,0,0,2,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.0,0
8a4ba0a6cd77fff,士林區,芝山岩地區,111,26,46,218,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11447.0,8
8a4ba0a45147fff,中山區,圓山地區,111,49,111,490,2022,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,23.0,0.0,0.0,0.0,17
8a4ba569a027fff,士林區,陽明山地區,111,0,0,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a4aa2ffff,信義區,吳興地區,111,8,18,85,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
8a4ba0a6509ffff,北投區,石牌地區,111,3,4,17,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba569208ffff,北投區,石牌地區,111,35,59,277,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,10
8a4ba0a4645ffff,萬華區,大理地區,111,38,108,482,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
8a4ba56868dffff,北投區,陽明山地區,111,0,0,0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba1d3006ffff,內湖區,東湖地區,111,1,3,12,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba569521ffff,北投區,陽明山地區,111,0,1,4,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba1da6d37fff,文山區,木柵地區,111,25,50,233,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,8
8a4ba5684317fff,北投區,陽明山地區,111,0,0,0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0b4b607fff,北投區,關渡地區,111,1,4,16,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8301.0,1
8a4ba56919a7fff,北投區,陽明山地區,111,0,0,6,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba0a6a6f7fff,松山區,東社地區,111,4,5,23,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba1da0cf7fff,文山區,二格山地區,111,6,8,36,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba1db504ffff,文山區,二格山地區,111,0,0,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba5691927fff,北投區,陽明山地區,111,0,1,8,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba1da4a97fff,文山區,萬芳地區,111,2,4,17,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba0a60a37fff,士林區,社子地區,111,2,6,24,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9929.0,1
8a4ba0a6b1b7fff,松山區,三民地區,111,5,11,50,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13190.0,2
8a4ba0a6491ffff,士林區,社子地區,111,2,7,29,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba568652ffff,北投區,陽明山地區,111,0,0,0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba1da3507fff,文山區,二格山地區,111,1,1,7,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba5698b37fff,士林區,陽明山地區,111,0,0,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba5698857fff,士林區,陽明山地區,111,0,0,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba5684c8ffff,北投區,陽明山地區,111,0,0,0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8a4ba1da094ffff,文山區,二格山地區,111,5,8,36,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba0a58267fff,文山區,興隆地區,111,43,79,357,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
8a4ba1d128affff,南港區,中研地區,111,2,5,20,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8a4ba569258ffff,北投區,石牌地區,111,32,68,303,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8a4ba569e6c7fff,士林區,陽明山地區,111,0,0,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
